Location,Lat,Long,UTC_Date,UTC_Time,Local_Date,Local_Time,Celsius,Volts,Msas,Status,MoonPhase,MoonElev,MoonIllum,SunElev,MinSince3pmStdTime,Msas_Avg,NightsSince_1118,RightAscensionHr,Galactic_Lat,Galactic_Long,J2000days,ResidStdErr
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-05,12:30:39,2023-07-05,07:30:39,23.2,5.09,15.22,0,-29.0,14.516,93.7,9.934,0931,-1.000000,2011,   0.8610521, -32.9461346, 122.99007,8586.021285,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-05,12:46:51,2023-07-05,07:46:51,24.1,5.06,11.54,0,-29.1,11.798,93.7,13.237,0947,-1.000000,2011,   1.1317913, -32.8103427, 127.17792,8586.032535,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-05,14:15:05,2023-07-05,09:15:05,24.8,5.06,16.05,1,-30.0,-4.208,93.3,31.741,1035,-1.000000,2011,   2.6063731, -27.6706378, 148.56513,8586.093808,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-05,14:30:05,2023-07-05,09:30:05,27.3,5.06,14.98,1,-30.1,-7.083,93.2,34.951,1050,-1.000000,2011,   2.8570576, -26.1381158, 151.79039,8586.104225,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-05,14:45:05,2023-07-05,09:45:05,29.0,5.06,14.68,1,-30.3,-9.992,93.2,38.173,1065,-1.000000,2011,   3.1077421, -24.4443038, 154.86979,8586.114641,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,02:00:05,2023-07-05,21:00:05,31.5,5.06,12.14,1,-36.7,-25.085,90.1,-5.274,0300,-1.000000,2012,  14.3885435,  69.6615867,  46.26200,8586.583391,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,02:15:05,2023-07-05,21:15:05,30.9,5.06,15.78,1,-36.9,-21.978,90.0,-8.057,0315,-1.000000,2012,  14.6392280,  66.4035397,  46.07672,8586.593808,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,02:30:05,2023-07-05,21:30:05,30.6,5.06,18.34,1,-37.0,-18.885,89.9,-10.777,0330,-1.000000,2012,  14.8899125,  63.1450025,  46.17028,8586.604225,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,02:45:05,2023-07-05,21:45:05,29.9,5.06,19.77,1,-37.2,-15.808,89.8,-13.427,0345,-1.000000,2012,  15.1405970,  59.8890927,  46.45746,8586.614641,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,03:00:05,2023-07-05,22:00:05,29.6,5.06,20.10,1,-37.3,-12.749,89.8,-15.997,0360,-1.000000,2012,  15.3912814,  56.6381365,  46.88702,8586.625058,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,03:15:05,2023-07-05,22:15:05,29.3,5.06,20.15,1,-37.5,-9.712,89.7,-18.480,0375,-1.000000,2012,  15.6419659,  53.3940497,  47.42667,8586.635475,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,03:30:05,2023-07-05,22:30:05,28.6,5.06,20.15,1,-37.6,-6.698,89.6,-20.865,0390,-1.000000,2012,  15.8926504,  50.1585368,  48.05541,8586.645891,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,03:45:05,2023-07-05,22:45:05,28.6,5.06,20.16,1,-37.8,-3.710,89.5,-23.143,0405,-1.000000,2012,  16.1433349,  46.9332046,  48.75932,8586.656308,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,04:00:05,2023-07-05,23:00:05,28.3,5.06,20.12,1,-37.9,-0.753,89.5,-25.301,0420,-1.000000,2012,  16.3940194,  43.7196325,  49.52912,8586.666725,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,04:15:05,2023-07-05,23:15:05,28.3,5.06,19.95,1,-38.0,2.171,89.4,-27.326,0435,-1.000000,2012,  16.6447038,  40.5194206,  50.35869,8586.677141,1857.464896
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,04:30:05,2023-07-05,23:30:05,28.3,5.06,19.74,1,-38.2,5.058,89.3,-29.207,0450,-1.000000,2012,  16.8953883,  37.3342249,  51.24419,8586.687558,1149.789010
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,04:45:05,2023-07-05,23:45:05,28.0,5.06,19.60,1,-38.3,7.903,89.2,-30.927,0465,-1.000000,2012,  17.1460728,  34.1657866,  52.18342,8586.697975,667.286420
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,05:00:05,2023-07-06,00:00:05,27.7,5.06,19.52,1,-38.5,10.701,89.1,-32.474,0480,-1.000000,2013,  17.3967573,  31.0159574,  53.17546,8586.708391,465.956975
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,05:15:05,2023-07-06,00:15:05,27.0,5.06,19.45,1,-38.6,13.447,89.1,-33.832,0495,-1.000000,2013,  17.6474417,  27.8867236,  54.22042,8586.718808,438.846457
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,05:30:05,2023-07-06,00:30:05,26.7,5.06,19.39,1,-38.8,16.135,89.0,-34.987,0510,-1.000000,2013,  17.8981262,  24.7802310,  55.31921,8586.729225,430.447052
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,05:45:05,2023-07-06,00:45:05,26.7,5.06,18.99,1,-38.9,18.756,88.9,-35.926,0525,-1.000000,2013,  18.1488107,  21.6988095,  56.47349,8586.739641,419.946616
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,06:00:05,2023-07-06,01:00:05,27.7,5.06,20.12,1,-39.0,21.304,88.8,-36.638,0540,-1.000000,2012,  18.3994952,  18.6450003,  57.68552,8586.750058,416.851237
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,06:15:05,2023-07-06,01:15:05,27.7,5.06,19.18,1,-39.2,23.770,88.8,-37.114,0555,-1.000000,2012,  18.6501797,  15.6215845,  58.95816,8586.760475,413.127017
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,06:30:05,2023-07-06,01:30:05,26.7,5.06,18.07,1,-39.3,26.144,88.7,-37.347,0570,-1.000000,2012,  18.9008641,  12.6316151,  60.29480,8586.770891,415.551358
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,06:45:05,2023-07-06,01:45:05,26.4,5.06,17.76,1,-39.5,28.414,88.6,-37.333,0585,-1.000000,2012,  19.1515486,   9.6784512,  61.69936,8586.781308,424.729915
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,07:00:05,2023-07-06,02:00:05,26.4,5.06,18.07,1,-39.6,30.569,88.5,-37.073,0600,-1.000000,2012,  19.4022331,   6.7657958,  63.17624,8586.791725,447.386067
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,07:15:05,2023-07-06,02:15:05,26.4,5.06,17.92,1,-39.8,32.595,88.4,-36.571,0615,-1.000000,2012,  19.6529176,   3.8977368,  64.73035,8586.802141,500.121925
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,07:30:05,2023-07-06,02:30:05,26.4,5.06,17.50,1,-39.9,34.479,88.4,-35.833,0630,-1.000000,2012,  19.9036020,   1.0787915,  66.36705,8586.812558,501.795898
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,07:45:05,2023-07-06,02:45:05,26.1,5.06,18.18,1,-40.0,36.204,88.3,-34.869,0645,-1.000000,2012,  20.1542865,  -1.6860457,  68.09216,8586.822975,504.673473
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,08:00:05,2023-07-06,03:00:05,26.1,5.06,17.57,1,-40.2,37.755,88.2,-33.691,0660,-1.000000,2012,  20.4049710,  -4.3912542,  69.91189,8586.833391,536.976390
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,08:15:05,2023-07-06,03:15:05,25.7,5.06,17.15,1,-40.3,39.116,88.1,-32.312,0675,-1.000000,2012,  20.6556555,  -7.0307353,  71.83283,8586.843808,657.739279
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,08:30:05,2023-07-06,03:30:05,25.7,5.06,17.16,1,-40.5,40.271,88.0,-30.745,0690,-1.000000,2012,  20.9063399,  -9.5977618,  73.86182,8586.854225,502.183005
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,08:45:05,2023-07-06,03:45:05,25.7,5.06,17.24,1,-40.6,41.204,88.0,-29.006,0705,-1.000000,2012,  21.1570244, -12.0849303,  76.00590,8586.864641,522.030291
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,09:00:05,2023-07-06,04:00:05,25.7,5.06,17.28,1,-40.8,41.904,87.9,-27.109,0720,-1.000000,2012,  21.4077089, -14.4841201,  78.27208,8586.875058,1157.617438
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,09:15:05,2023-07-06,04:15:05,25.4,5.06,17.42,1,-40.9,42.360,87.8,-25.068,0735,-1.000000,2012,  21.6583934, -16.7864639,  80.66718,8586.885475,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,09:30:05,2023-07-06,04:30:05,25.4,5.06,17.74,1,-41.1,42.564,87.7,-22.896,0750,-1.000000,2012,  21.9090779, -18.9823368,  83.19752,8586.895891,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,09:45:05,2023-07-06,04:45:05,25.7,5.06,16.96,1,-41.2,42.514,87.6,-20.606,0765,-1.000000,2012,  22.1597623, -21.0613709,  85.86861,8586.906308,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,10:00:05,2023-07-06,05:00:05,26.1,5.06,16.98,1,-41.3,42.209,87.5,-18.209,0780,-1.000000,2012,  22.4104468, -23.0125070,  88.68469,8586.916725,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,10:15:05,2023-07-06,05:15:05,26.1,5.06,17.55,1,-41.5,41.656,87.5,-15.716,0795,-1.000000,2012,  22.6611313, -24.8240911,  91.64826,8586.927141,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,10:30:05,2023-07-06,05:30:05,25.7,5.06,18.48,1,-41.6,40.862,87.4,-13.136,0810,-1.000000,2012,  22.9118158, -26.4840291,  94.75951,8586.937558,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,10:45:05,2023-07-06,05:45:05,25.7,5.06,17.09,1,-41.8,39.838,87.3,-10.479,0825,-1.000000,2012,  23.1625002, -27.9800054,  98.01578,8586.947975,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,11:00:05,2023-07-06,06:00:05,25.7,5.06,15.79,1,-41.9,38.599,87.2,-7.751,0840,-1.000000,2012,  23.4131847, -29.2997734, 101.41098,8586.958391,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-06,11:15:05,2023-07-06,06:15:05,25.7,5.06,12.18,1,-42.1,37.160,87.1,-4.960,0855,-1.000000,2012,  23.6638692, -30.4315129, 104.93517,8586.968808,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,02:00:05,2023-07-06,21:00:05,27.0,5.06,12.11,1,-50.5,-34.054,81.8,-5.301,0300,-1.000000,2013,  14.4542533,  68.8078536,  46.17965,8587.583391,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,02:15:05,2023-07-06,21:15:05,26.4,5.06,15.79,1,-50.6,-30.894,81.7,-8.088,0315,-1.000000,2013,  14.7049378,  65.5493080,  46.07856,8587.593808,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,02:30:05,2023-07-06,21:30:05,26.1,5.06,18.35,1,-50.8,-27.731,81.6,-10.812,0330,-1.000000,2013,  14.9556223,  62.2911997,  46.22936,8587.604225,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,02:45:05,2023-07-06,21:45:05,25.7,5.06,19.77,1,-50.9,-24.567,81.5,-13.464,0345,-1.000000,2013,  15.2063068,  59.0363849,  46.55786,8587.614641,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,03:00:05,2023-07-06,22:00:05,25.7,5.06,20.09,1,-51.0,-21.405,81.4,-16.038,0360,-1.000000,2013,  15.4569912,  55.7870552,  47.01883,8587.625058,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,03:15:05,2023-07-06,22:15:05,25.1,5.06,20.14,1,-51.2,-18.249,81.3,-18.525,0375,20.150000,2013,  15.7076757,  52.5450565,  47.58353,8587.635475,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,03:30:05,2023-07-06,22:30:05,24.4,5.06,20.15,1,-51.3,-15.099,81.3,-20.914,0390,20.150000,2013,  15.9583602,  49.3120590,  48.23310,8587.645891,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,03:45:05,2023-07-06,22:45:05,23.8,5.06,20.16,1,-51.5,-11.960,81.2,-23.196,0405,20.150000,2013,  16.2090447,  46.0896564,  48.95503,8587.656308,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,04:00:05,2023-07-06,23:00:05,23.5,5.06,20.18,1,-51.6,-8.833,81.1,-25.358,0420,-1.000000,2013,  16.4597292,  42.8794299,  49.74098,8587.666725,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,04:15:05,2023-07-06,23:15:05,23.2,5.06,20.21,1,-51.7,-5.722,81.0,-27.389,0435,-1.000000,2013,  16.7104136,  39.6829909,  50.58551,8587.677141,1791.622919
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,04:30:05,2023-07-06,23:30:05,23.2,5.06,20.20,1,-51.9,-2.628,80.9,-29.274,0450,-1.000000,2013,  16.9610981,  36.5020153,  51.48524,8587.687558,1008.505725
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,04:45:05,2023-07-06,23:45:05,22.8,5.06,20.13,1,-52.0,0.445,80.8,-30.999,0465,-1.000000,2013,  17.2117826,  33.3382707,  52.43836,8587.697975,466.929224
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,05:00:05,2023-07-07,00:00:05,22.5,5.06,19.96,1,-52.2,3.494,80.7,-32.550,0480,-1.000000,2014,  17.4624671,  30.1936418,  53.44423,8587.708391,200.145974
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,05:15:05,2023-07-07,00:15:05,22.5,5.06,19.83,1,-52.3,6.515,80.6,-33.913,0495,-1.000000,2014,  17.7131515,  27.0701544,  54.50317,8587.718808,217.546384
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,05:30:05,2023-07-07,00:30:05,22.8,5.06,19.72,1,-52.5,9.505,80.5,-35.073,0510,-1.000000,2014,  17.9638360,  23.9700001,  55.61632,8587.729225,214.225656
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,05:45:05,2023-07-07,00:45:05,22.8,5.06,19.64,1,-52.6,12.459,80.4,-36.016,0525,-1.000000,2014,  18.2145205,  20.8955614,  56.78549,8587.739641,278.203658
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,06:00:05,2023-07-07,01:00:05,22.8,5.06,19.57,1,-52.7,15.371,80.3,-36.733,0540,-1.000000,2013,  18.4652050,  17.8494395,  58.01311,8587.750058,276.578386
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,06:15:05,2023-07-07,01:15:05,22.8,5.06,19.50,1,-52.9,18.237,80.2,-37.212,0555,-1.000000,2013,  18.7158895,  14.8344837,  59.30218,8587.760475,283.924491
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,06:30:05,2023-07-07,01:30:05,22.8,5.06,19.44,1,-53.0,21.049,80.1,-37.448,0570,-1.000000,2013,  18.9665739,  11.8538237,  60.65623,8587.770891,301.959391
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,06:45:05,2023-07-07,01:45:05,22.8,5.06,19.37,1,-53.2,23.801,80.0,-37.437,0585,-1.000000,2013,  19.2172584,   8.9109049,  62.07930,8587.781308,319.657502
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,07:00:05,2023-07-07,02:00:05,22.8,5.06,19.29,1,-53.3,26.483,79.9,-37.179,0600,-1.000000,2013,  19.4679429,   6.0095271,  63.57593,8587.791725,322.865444
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,07:15:05,2023-07-07,02:15:05,22.8,5.06,19.01,1,-53.4,29.087,79.8,-36.679,0615,-1.000000,2013,  19.7186274,   3.1538865,  65.15115,8587.802141,324.548349
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,07:30:05,2023-07-07,02:30:05,22.8,5.06,18.41,1,-53.6,31.601,79.7,-35.942,0630,-1.000000,2013,  19.9693118,   0.3486206,  66.81045,8587.812558,341.537394
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,07:45:05,2023-07-07,02:45:05,22.8,5.06,18.51,1,-53.7,34.013,79.6,-34.979,0645,-1.000000,2013,  20.2199963,  -2.4011431,  68.55974,8587.822975,356.663402
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,08:00:05,2023-07-07,03:00:05,22.5,5.06,17.78,1,-53.9,36.308,79.5,-33.801,0660,-1.000000,2013,  20.4706808,  -5.0897375,  70.40535,8587.833391,360.823777
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,08:15:05,2023-07-07,03:15:05,22.8,5.06,18.82,1,-54.0,38.471,79.4,-32.421,0675,-1.000000,2013,  20.7213653,  -7.7109040,  72.35394,8587.843808,360.839006
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,08:30:05,2023-07-07,03:30:05,22.5,5.06,18.78,1,-54.1,40.483,79.3,-30.854,0690,-1.000000,2013,  20.9720497, -10.2577425,  74.41242,8587.854225,363.276271
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,08:45:05,2023-07-07,03:45:05,22.5,5.06,17.71,1,-54.3,42.326,79.2,-29.113,0705,-1.000000,2013,  21.2227342, -12.7226652,  76.58782,8587.864641,541.951144
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,09:00:05,2023-07-07,04:00:05,22.8,5.06,18.52,1,-54.4,43.979,79.1,-27.215,0720,-1.000000,2013,  21.4734187, -15.0973579,  78.88715,8587.875058,1272.184132
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,09:15:05,2023-07-07,04:15:05,22.8,5.06,18.19,1,-54.6,45.420,79.0,-25.172,0735,-1.000000,2013,  21.7241032, -17.3727549,  81.31711,8587.885475,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,09:30:05,2023-07-07,04:30:05,22.8,5.06,18.06,1,-54.7,46.629,78.9,-22.999,0750,-1.000000,2013,  21.9747877, -19.5390338,  83.88386,8587.895891,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,09:45:05,2023-07-07,04:45:05,22.8,5.06,18.31,1,-54.9,47.584,78.8,-20.707,0765,-1.000000,2013,  22.2254721, -21.5856389,  86.59261,8587.906308,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,10:00:05,2023-07-07,05:00:05,22.8,5.06,17.34,1,-55.0,48.269,78.7,-18.309,0780,-1.000000,2013,  22.4761566, -23.5013436,  89.44719,8587.916725,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,10:15:05,2023-07-07,05:15:05,22.8,5.06,17.35,1,-55.1,48.670,78.6,-15.814,0795,-1.000000,2013,  22.7268411, -25.2743611,  92.44955,8587.927141,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,10:30:05,2023-07-07,05:30:05,22.8,5.06,17.47,1,-55.3,48.779,78.5,-13.232,0810,-1.000000,2013,  22.9775256, -26.8925150,  95.59920,8587.937558,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,10:45:05,2023-07-07,05:45:05,22.8,5.06,17.52,1,-55.4,48.593,78.4,-10.573,0825,-1.000000,2013,  23.2282100, -28.3434771,  98.89263,8587.947975,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,11:00:05,2023-07-07,06:00:05,23.2,5.06,15.41,1,-55.6,48.117,78.3,-7.844,0840,-1.000000,2013,  23.4788945, -29.6150754, 102.32277,8587.958391,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-07,11:15:05,2023-07-07,06:15:05,23.2,5.06,11.47,1,-55.7,47.360,78.2,-5.051,0855,-1.000000,2013,  23.7295790, -30.6956681, 105.87862,8587.968808,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,02:00:05,2023-07-07,21:00:05,29.9,5.06,12.19,1,-64.0,-41.298,72.0,-5.334,0300,-1.000000,2014,  14.5199631,  67.9538772,  46.12292,8588.583391,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,02:15:05,2023-07-07,21:15:05,29.0,5.06,15.86,1,-64.1,-38.257,71.8,-8.124,0315,-1.000000,2014,  14.7706476,  64.6951129,  46.09744,8588.593808,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,02:30:05,2023-07-07,21:30:05,28.6,5.06,18.41,1,-64.2,-35.181,71.7,-10.851,0330,-1.000000,2014,  15.0213321,  61.4376265,  46.30050,8588.604225,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,02:45:05,2023-07-07,21:45:05,28.3,5.06,19.76,1,-64.4,-32.077,71.6,-13.507,0345,-1.000000,2014,  15.2720166,  58.1840556,  46.66727,8588.614641,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,03:00:05,2023-07-07,22:00:05,28.0,5.06,20.04,1,-64.5,-28.950,71.5,-16.085,0360,-1.000000,2014,  15.5227010,  54.9364785,  47.15773,8588.625058,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,03:15:05,2023-07-07,22:15:05,28.0,5.06,20.08,1,-64.6,-25.806,71.4,-18.576,0375,20.112000,2014,  15.7733855,  51.6966822,  47.74618,8588.635475,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,03:30:05,2023-07-07,22:30:05,27.7,5.06,20.09,1,-64.8,-22.649,71.3,-20.969,0390,20.112000,2014,  16.0240700,  48.4663091,  48.41573,8588.645891,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,03:45:05,2023-07-07,22:45:05,27.3,5.06,20.13,1,-64.9,-19.482,71.2,-23.255,0405,20.112000,2014,  16.2747545,  45.2469447,  49.15512,8588.656308,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,04:00:05,2023-07-07,23:00:05,27.0,5.06,20.13,1,-65.1,-16.309,71.1,-25.422,0420,20.112000,2014,  16.5254390,  42.0401742,  49.95685,8588.666725,999000.000000
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,04:15:05,2023-07-07,23:15:05,27.0,5.06,20.13,1,-65.2,-13.133,71.0,-27.457,0435,20.112000,2014,  16.7761234,  38.8476232,  50.81611,8588.677141,1728.283089
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,04:30:05,2023-07-07,23:30:05,26.7,5.06,20.13,1,-65.3,-9.957,70.9,-29.347,0450,-1.000000,2014,  17.0268079,  35.6709889,  51.72996,8588.687558,954.530661
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,04:45:05,2023-07-07,23:45:05,26.1,5.06,20.13,1,-65.5,-6.784,70.8,-31.077,0465,-1.000000,2014,  17.2774924,  32.5120674,  52.69692,8588.697975,424.374924
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,05:00:05,2023-07-08,00:00:05,25.7,5.06,20.13,1,-65.6,-3.616,70.6,-32.633,0480,-1.000000,2015,  17.5281769,  29.3727779,  53.71663,8588.708391,170.195632
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,05:15:05,2023-07-08,00:15:05,25.4,5.06,20.13,1,-65.8,-0.457,70.5,-34.001,0495,-1.000000,2015,  17.7788613,  26.2551874,  54.78965,8588.718808,124.889879
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,05:30:05,2023-07-08,00:30:05,25.1,5.06,20.00,1,-65.9,2.692,70.4,-35.165,0510,-1.000000,2015,  18.0295458,  23.1615349,  55.91728,8588.729225,109.303027
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,05:45:05,2023-07-08,00:45:05,25.1,5.06,19.88,1,-66.0,5.826,70.3,-36.113,0525,-1.000000,2015,  18.2802303,  20.0942575,  57.10152,8588.739641,203.661428
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,06:00:05,2023-07-08,01:00:05,24.8,5.06,19.78,1,-66.2,8.943,70.2,-36.833,0540,-1.000000,2014,  18.5309148,  17.0560186,  58.34493,8588.750058,245.370994
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,06:15:05,2023-07-08,01:15:05,24.4,5.06,19.70,1,-66.3,12.039,70.1,-37.316,0555,-1.000000,2014,  18.7815993,  14.0497376,  59.65067,8588.760475,287.662567
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,06:30:05,2023-07-08,01:30:05,24.1,5.06,19.64,1,-66.4,15.110,70.0,-37.555,0570,-1.000000,2014,  19.0322837,  11.0786234,  61.02239,8588.770891,284.572190
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,06:45:05,2023-07-08,01:45:05,23.8,5.06,19.55,1,-66.6,18.151,69.9,-37.547,0585,-1.000000,2014,  19.2829682,   8.1462106,  62.46429,8588.781308,282.508500
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,07:00:05,2023-07-08,02:00:05,23.5,5.06,19.53,1,-66.7,21.158,69.8,-37.292,0600,-1.000000,2014,  19.5336527,   5.2563986,  63.98102,8588.791725,271.143586
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,07:15:05,2023-07-08,02:15:05,23.5,5.06,19.50,1,-66.9,24.125,69.6,-36.793,0615,-1.000000,2014,  19.7843372,   2.4134948,  65.57772,8588.802141,255.847587
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,07:30:05,2023-07-08,02:30:05,23.5,5.06,19.47,1,-67.0,27.045,69.5,-36.057,0630,-1.000000,2014,  20.0350216,  -0.3777397,  67.26002,8588.812558,318.953332
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,07:45:05,2023-07-08,02:45:05,23.2,5.06,19.42,1,-67.1,29.910,69.4,-35.094,0645,-1.000000,2014,  20.2857061,  -3.1120409,  69.03393,8588.822975,334.306593
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,08:00:05,2023-07-08,03:00:05,23.5,5.06,18.56,1,-67.3,32.711,69.3,-33.916,0660,-1.000000,2014,  20.5363906,  -5.7835914,  70.90588,8588.833391,348.286681
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,08:15:05,2023-07-08,03:15:05,23.8,5.06,18.42,1,-67.4,35.439,69.2,-32.535,0675,-1.000000,2014,  20.7870751,  -8.3859694,  72.88260,8588.843808,363.188437
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,08:30:05,2023-07-08,03:30:05,24.1,5.06,18.10,1,-67.6,38.079,69.1,-30.967,0690,-1.000000,2014,  21.0377595, -10.9120988,  74.97104,8588.854225,369.762691
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,08:45:05,2023-07-08,03:45:05,24.4,5.06,18.21,1,-67.7,40.618,69.0,-29.226,0705,-1.000000,2014,  21.2884440, -13.3542046,  77.17826,8588.864641,623.632589
The_Freeman_Center,  29.9255900, -97.9928400,2023-07-08,09:00:05,2023-07-08,04:00:05,24.8,5.06,17.95,1,-67.8,43.039,68.9,-27.326,0720,-1.000000,2014,  21.5391285, -15.7037774,  79.51120,8588.875058,1268.965592
